ID,Status,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Timestamp,Timestamp_us
Sensor_1,Active,-0.04,0.99,0.08,-4.80,-2.07,-1.54,00:51:007000,51007000
Sensor_1,Active,-0.04,0.99,0.07,-4.74,-1.42,-1.43,00:51:107000,51107000
Sensor_1,Active,-0.04,0.98,0.07,-3.95,-1.34,-2.35,00:51:207000,51207000
Sensor_1,Active,-0.03,0.99,0.08,-5.72,-2.47,-0.44,00:51:307000,51307000
Sensor_1,Active,-0.03,0.99,0.07,-4.59,-1.90,-1.18,00:51:407000,51407000
Sensor_1,Active,-0.04,0.99,0.08,-4.88,-2.14,-0.28,00:51:507000,51507000
Sensor_1,Active,-0.03,0.98,0.07,-3.47,-1.85,-1.47,00:51:607000,51607000
Sensor_1,Active,-0.04,0.98,0.08,-5.36,-2.06,-1.99,00:51:707000,51707000
Sensor_1,Active,-0.01,0.96,0.12,-14.51,3.23,-8.61,00:51:807000,51807000
Sensor_1,Active,-0.17,0.90,0.08,6.43,-2.88,9.47,00:51:907000,51907000
Sensor_1,Active,0.02,1.09,0.08,14.96,14.60,5.10,00:52:007000,52007000
Sensor_1,Active,-0.03,0.96,0.02,0.38,-7.88,5.50,00:52:107000,52107000
Sensor_1,Active,0.07,1.04,0.09,-3.47,7.34,5.14,00:52:207000,52207000
Sensor_1,Active,0.01,0.99,0.04,-9.17,4.21,0.77,00:52:307000,52307000
Sensor_1,Active,0.01,0.95,-0.00,-13.96,4.79,-6.11,00:52:407000,52407000
Sensor_1,Active,0.03,1.01,0.15,-38.63,7.22,-5.74,00:52:507000,52507000
Sensor_1,Active,0.03,1.02,0.20,-5.57,-2.92,-2.27,00:52:607000,52607000
Sensor_1,Active,0.04,1.00,0.13,1.44,-2.98,-5.98,00:52:707000,52707000
Sensor_1,Active,0.00,0.98,0.11,4.53,-1.76,-9.26,00:52:807000,52807000
Sensor_1,Active,0.01,0.98,0.11,-11.24,-1.50,-1.37,00:52:907000,52907000
Sensor_1,Active,0.00,0.99,0.12,-6.00,-1.01,-2.69,00:53:007000,53007000
Sensor_1,Active,-0.02,0.98,0.13,-5.66,10.35,-10.21,00:53:107000,53107000
Sensor_1,Active,-0.04,0.95,0.09,-23.47,19.72,-13.04,00:53:207000,53207000
Sensor_1,Active,0.01,0.99,0.20,-22.53,19.06,-17.44,00:53:307000,53307000
Sensor_1,Active,-0.06,1.04,0.29,16.18,18.43,9.24,00:53:407000,53407000
Sensor_1,Active,-0.02,0.96,0.17,2.15,14.18,16.03,00:53:507000,53507000
Sensor_1,Active,0.03,0.98,0.14,-5.86,23.17,11.35,00:53:607000,53607000
Sensor_1,Active,0.05,0.97,0.15,-12.83,35.26,31.34,00:53:707000,53707000
Sensor_1,Active,0.10,1.00,0.21,-21.82,37.83,17.07,00:53:807000,53807000
Sensor_1,Active,0.05,0.92,0.27,-22.00,73.28,6.80,00:53:907000,53907000
Sensor_1,Active,-0.05,0.98,0.35,-76.39,96.32,-41.66,00:54:007000,54007000
Sensor_1,Active,-0.23,0.93,0.44,-49.80,134.92,-80.81,00:54:107000,54107000
Sensor_1,Active,-0.33,0.91,0.67,-100.79,48.94,-75.38,00:54:207000,54207000
Sensor_1,Active,-0.36,0.61,0.55,-62.32,70.40,-79.34,00:54:307000,54307000
Sensor_1,Active,-0.42,0.55,0.62,-16.30,-10.41,-32.57,00:54:407000,54407000
Sensor_1,Active,-0.30,0.45,1.02,-54.74,-125.62,42.99,00:54:507000,54507000
Sensor_1,Active,-0.30,0.34,0.78,-106.24,23.05,-100.82,00:54:607000,54607000
Sensor_1,Active,-0.35,0.25,0.98,-56.46,-59.57,-37.59,00:54:707000,54707000
Sensor_1,Active,-0.20,0.14,1.08,-1.47,-94.28,-4.28,00:54:807000,54807000
Sensor_1,Active,-0.26,0.15,1.01,-12.79,-31.00,-0.76,00:54:908000,54908000
Sensor_1,Active,-0.14,0.12,1.04,-22.30,-40.68,-2.23,00:55:007000,55007000
Sensor_1,Active,-0.16,0.12,1.02,-13.50,-14.36,-4.79,00:55:107000,55107000
Sensor_1,Active,-0.07,-0.06,1.22,-53.29,-53.44,-17.18,00:55:207000,55207000
Sensor_1,Active,-0.03,0.04,1.08,-21.45,-12.90,-0.90,00:55:307000,55307000
Sensor_1,Active,0.06,0.02,1.04,-2.55,-3.95,-27.74,00:55:407000,55407000
Sensor_1,Active,-0.06,0.01,1.06,-4.53,-1.56,-1.50,00:55:507000,55507000
Sensor_1,Active,-0.08,0.01,1.08,-4.64,-1.76,-1.12,00:55:607000,55607000
Sensor_1,Active,-0.07,0.01,1.08,-4.59,-1.69,-1.44,00:55:707000,55707000
Sensor_1,Active,-0.07,0.00,1.08,-4.51,-1.72,-1.38,00:55:807000,55807000
Sensor_1,Active,-0.08,0.01,1.08,-4.45,-1.79,-1.35,00:55:907000,55907000
Sensor_1,Active,-0.07,0.01,1.07,-4.55,-1.73,-1.38,00:56:007000,56007000
Sensor_1,Active,-0.08,0.00,1.07,-4.57,-1.71,-1.23,00:56:107000,56107000
Sensor_1,Active,-0.08,0.00,1.07,-4.51,-1.74,-1.54,00:56:207000,56207000
Sensor_1,Active,-0.08,0.01,1.08,-4.61,-1.85,-1.41,00:56:307000,56307000
Sensor_1,Active,-0.08,0.01,1.08,-4.56,-1.76,-1.44,00:56:407000,56407000
Sensor_1,Active,-0.08,0.00,1.09,-4.54,-1.56,-1.40,00:56:507000,56507000
Sensor_1,Active,-0.07,0.01,1.08,-4.41,-1.76,-1.46,00:56:607000,56607000
Sensor_1,Active,-0.08,0.00,1.08,-4.56,-1.74,-1.38,00:56:707000,56707000
Sensor_1,Active,-0.08,0.01,1.07,-4.47,-1.72,-1.21,00:56:807000,56807000
Sensor_1,Active,-0.08,0.01,1.08,-4.50,-1.77,-1.26,00:56:907000,56907000
Sensor_1,Active,-0.08,0.00,1.08,-4.49,-1.76,-1.34,00:57:007000,57007000
Sensor_1,Active,-0.08,0.01,1.07,-4.61,-1.70,-1.29,00:57:107000,57107000
Sensor_1,Active,-0.07,0.00,1.07,-4.58,-1.66,-1.30,00:57:207000,57207000
Sensor_1,Active,-0.08,0.01,1.08,-4.37,-1.94,-1.34,00:57:307000,57307000
Sensor_1,Active,-0.08,0.00,1.09,-4.46,-1.76,-1.41,00:57:407000,57407000
Sensor_1,Active,-0.07,-0.01,1.08,-4.43,-1.74,-1.28,00:57:507000,57507000
Sensor_1,Active,-0.07,0.01,1.08,-4.55,-1.74,-1.30,00:57:607000,57607000
Sensor_1,Active,-0.08,0.00,1.08,-4.56,-1.87,-1.34,00:57:707000,57707000
Sensor_1,Active,-0.08,0.01,1.07,-4.53,-1.73,-1.59,00:57:807000,57807000
Sensor_1,Active,-0.07,0.01,1.08,-4.43,-1.97,-1.40,00:57:907000,57907000
Sensor_1,Active,-0.08,-0.00,1.08,-4.45,-1.62,-1.47,00:58:007000,58007000
Sensor_1,Active,-0.07,0.01,1.08,-4.57,-1.82,-1.39,00:58:107000,58107000
Sensor_1,Active,-0.08,0.00,1.07,-4.57,-1.74,-1.33,00:58:207000,58207000
Sensor_1,Active,-0.07,0.01,1.08,-4.48,-1.73,-1.32,00:58:307000,58307000
Sensor_1,Active,-0.07,0.00,1.08,-4.52,-1.79,-1.19,00:58:407000,58407000
Sensor_1,Active,-0.07,0.00,1.07,-4.52,-1.43,-1.37,00:58:507000,58507000
Sensor_1,Active,-0.08,0.01,1.09,-4.56,-1.83,-1.38,00:58:607000,58607000
Sensor_1,Active,-0.07,0.01,1.09,-4.44,-1.68,-1.24,00:58:707000,58707000
Sensor_1,Active,-0.07,0.01,1.07,-4.46,-1.82,-1.41,00:58:807000,58807000
Sensor_1,Active,-0.08,0.00,1.07,-4.51,-1.73,-1.50,00:58:907000,58907000
Sensor_1,Active,-0.07,0.01,1.07,-4.54,-1.85,-1.33,00:59:007000,59007000
Sensor_1,Active,-0.07,0.00,1.08,-4.52,-1.71,-1.30,00:59:108000,59108000
Sensor_1,Active,-0.08,0.01,1.08,-4.46,-1.83,-1.37,00:59:207000,59207000
Sensor_1,Active,-0.07,0.01,1.08,-4.50,-1.90,-1.37,00:59:307000,59307000
Sensor_1,Active,-0.07,0.01,1.09,-4.51,-1.63,-1.35,00:59:407000,59407000
Sensor_1,Active,-0.08,0.01,1.08,-4.57,-1.76,-1.24,00:59:507000,59507000
Sensor_1,Active,-0.08,0.01,1.08,-4.45,-1.73,-1.37,00:59:607000,59607000
Sensor_1,Active,-0.07,0.01,1.08,-4.45,-1.92,-1.20,00:59:707000,59707000
Sensor_1,Active,-0.08,0.01,1.08,-4.55,-1.79,-1.28,00:59:807000,59807000
Sensor_1,Active,-0.07,0.01,1.08,-4.49,-1.77,-1.40,00:59:907000,59907000
Sensor_1,Active,-0.08,0.00,1.07,-4.63,-1.81,-1.21,01:00:007000,60007000
Sensor_1,Active,-0.08,0.01,1.07,-4.61,-1.70,-1.30,01:00:107000,60107000
Sensor_1,Active,-0.08,0.00,1.08,-4.45,-1.53,-1.18,01:00:207000,60207000
Sensor_1,Active,-0.07,0.01,1.07,-4.49,-1.88,-1.34,01:00:307000,60307000
Sensor_1,Active,-0.07,0.01,1.08,-4.36,-1.73,-1.25,01:00:407000,60407000
Sensor_1,Active,-0.07,0.01,1.08,-4.52,-1.90,-1.47,01:00:507000,60507000
Sensor_1,Active,-0.08,0.00,1.08,-4.59,-1.70,-1.35,01:00:607000,60607000
Sensor_1,Active,-0.08,0.01,1.07,-4.44,-1.57,-1.47,01:00:707000,60707000
Sensor_1,Active,-0.08,0.01,1.08,-4.53,-1.84,-1.24,01:00:807000,60807000
Sensor_1,Active,-0.07,0.01,1.08,-4.57,-1.60,-1.33,01:00:907000,60907000
Sensor_1,Active,-0.07,0.01,1.08,-4.48,-1.76,-1.49,01:01:007000,61007000
Sensor_1,Active,-0.07,0.01,1.08,-4.51,-2.01,-1.39,01:01:107000,61107000
Sensor_1,Active,-0.08,0.01,1.08,-4.61,-1.73,-1.41,01:01:207000,61207000
Sensor_1,Active,-0.08,0.01,1.08,-4.64,-1.77,-1.28,01:01:307000,61307000
Sensor_1,Active,-0.07,0.01,1.08,-4.60,-1.86,-1.31,01:01:407000,61407000
Sensor_1,Active,-0.08,0.01,1.09,-4.47,-1.80,-1.47,01:01:507000,61507000
Sensor_1,Active,-0.07,0.00,1.07,-4.55,-1.67,-1.38,01:01:607000,61607000
Sensor_1,Active,-0.07,0.00,1.07,-4.63,-1.66,-1.37,01:01:707000,61707000
Sensor_1,Active,-0.08,-0.00,1.08,-4.59,-1.82,-1.24,01:01:807000,61807000
Sensor_1,Active,-0.08,0.00,1.09,-4.35,-1.76,-1.42,01:01:907000,61907000
Sensor_1,Active,-0.08,0.01,1.07,-4.55,-1.70,-1.34,01:02:007000,62007000
Sensor_1,Active,-0.07,0.01,1.08,-4.41,-1.62,-1.45,01:02:107000,62107000
Sensor_1,Active,-0.07,0.01,1.07,-4.52,-1.59,-1.49,01:02:207000,62207000
Sensor_1,Active,-0.08,0.01,1.08,-4.56,-1.82,-1.28,01:02:307000,62307000
Sensor_1,Active,-0.07,0.01,1.07,-4.46,-1.73,-1.61,01:02:407000,62407000
Sensor_1,Active,-0.08,0.00,1.07,-4.50,-1.78,-1.33,01:02:507000,62507000
Sensor_1,Active,-0.08,0.00,1.07,-4.47,-1.79,-1.53,01:02:607000,62607000
Sensor_1,Active,-0.07,-0.00,1.07,-4.59,-1.79,-1.26,01:02:707000,62707000
Sensor_1,Active,-0.08,0.01,1.08,-4.65,-1.82,-1.33,01:02:807000,62807000
Sensor_1,Active,-0.07,0.00,1.08,-4.62,-1.77,-1.21,01:02:907000,62907000
Sensor_1,Active,-0.08,0.00,1.07,-4.47,-1.80,-1.24,01:03:007000,63007000
Sensor_1,Active,-0.08,0.01,1.08,-4.50,-1.73,-1.38,01:03:107000,63107000
Sensor_1,Active,-0.08,0.01,1.08,-4.55,-1.62,-1.42,01:03:207000,63207000
Sensor_1,Active,-0.08,0.01,1.08,-4.47,-1.76,-1.48,01:03:307000,63307000
Sensor_1,Active,-0.07,0.01,1.07,-4.51,-1.88,-1.41,01:03:408000,63408000
Sensor_1,Active,-0.08,0.00,1.07,-4.56,-1.69,-1.47,01:03:507000,63507000
Sensor_1,Active,-0.07,0.01,1.08,-4.45,-1.81,-1.32,01:03:607000,63607000
Sensor_1,Active,-0.07,0.00,1.06,-4.53,-1.63,-1.46,01:03:707000,63707000
Sensor_1,Active,-0.07,0.00,1.08,-4.57,-1.69,-1.39,01:03:807000,63807000
Sensor_1,Active,-0.07,0.01,1.07,-4.70,-1.83,-1.24,01:03:907000,63907000
Sensor_1,Active,-0.08,0.01,1.07,-4.47,-1.61,-1.30,01:04:007000,64007000
Sensor_1,Active,-0.07,0.01,1.08,-4.57,-1.80,-1.44,01:04:107000,64107000
Sensor_1,Active,-0.08,0.01,1.07,-4.43,-1.77,-1.27,01:04:207000,64207000
Sensor_1,Active,-0.08,0.00,1.08,-4.46,-1.69,-1.30,01:04:307000,64307000
Sensor_1,Active,-0.08,0.01,1.07,-4.46,-1.78,-1.10,01:04:407000,64407000
Sensor_1,Active,-0.07,0.01,1.08,-4.59,-1.67,-1.37,01:04:507000,64507000
Sensor_1,Active,-0.08,0.00,1.08,-4.39,-1.79,-1.37,01:04:607000,64607000
Sensor_1,Active,-0.07,0.01,1.08,-4.53,-1.82,-1.34,01:04:707000,64707000
Sensor_1,Active,-0.07,0.00,1.08,-4.47,-1.69,-1.17,01:04:807000,64807000
